user_id,free_meal,free_checked_bags,no_cancellation_fees,exclusive_discounts,free_hotel_night
531158,no,yes,yes,no,yes
513030,no,no,no,no,no
551935,no,no,no,no,no
539912,no,no,yes,no,yes
516679,no,no,no,no,no
603160,no,yes,yes,no,yes
532866,no,yes,no,no,yes
509221,no,yes,no,no,no
541752,no,no,no,no,no
506130,no,no,no,no,yes
490040,no,no,no,no,no
522532,no,no,yes,no,no
605311,no,no,no,no,no
552558,no,no,no,no,no
476270,no,no,no,no,no
557794,no,yes,no,no,no
386255,no,no,no,no,no
602656,no,yes,no,no,no
566312,no,no,no,no,no
548258,no,no,yes,no,yes
595414,no,yes,no,no,no
536490,no,no,no,no,no
564204,no,yes,yes,no,yes
417679,no,no,yes,yes,yes
509919,no,no,no,no,no
661930,no,no,no,no,no
536672,no,no,yes,no,yes
520182,no,no,no,no,no
531054,no,no,no,no,no
586077,no,no,no,no,no
264470,no,no,no,no,no
380949,no,no,yes,no,yes
509552,no,no,no,no,no
518084,no,no,no,no,no
535229,no,no,no,no,no
629701,no,no,no,no,no
619079,no,yes,no,no,yes
517284,no,no,yes,no,no
544469,no,no,no,no,no
512010,no,no,no,no,no
657629,no,no,no,no,no
520844,no,no,no,no,no
565826,no,no,no,no,no
449619,no,yes,no,no,no
501794,no,yes,no,no,yes
572908,no,yes,yes,no,yes
521335,no,no,no,no,yes
513004,no,no,no,no,no
564517,no,yes,no,no,yes
541112,no,yes,no,no,no
600796,no,no,no,no,no
545634,no,no,no,no,no
605439,no,no,no,no,no
527689,no,no,no,no,no
548587,no,no,no,no,no
511298,no,yes,no,no,no
664119,no,no,no,no,no
511142,no,yes,no,no,no
561386,no,yes,no,no,no
512201,no,yes,no,no,no
523395,no,yes,no,no,no
540614,no,yes,no,no,yes
563201,no,no,no,no,no
519631,no,yes,yes,no,yes
438189,no,yes,yes,no,yes
528744,no,no,no,no,no
516375,no,no,yes,yes,yes
556827,no,no,no,no,no
530240,no,no,no,no,no
562148,no,no,no,no,no
531447,no,no,yes,no,yes
439363,no,no,no,no,no
580895,no,no,no,no,no
532215,no,yes,yes,no,yes
535024,no,yes,no,no,yes
531198,no,no,no,no,no
515694,no,yes,yes,no,yes
519114,no,no,no,no,no
514215,no,no,no,no,no
503342,no,no,no,no,yes
601116,no,no,no,no,no
494704,no,no,yes,no,yes
534703,no,no,no,no,no
551032,no,no,no,no,no
563544,no,yes,no,no,no
520358,no,yes,no,no,no
575809,no,no,no,no,no
553791,no,yes,no,no,no
529436,no,no,yes,no,no
557957,no,no,no,no,no
568064,no,no,no,no,no
548504,no,yes,yes,no,yes
550805,no,yes,yes,no,no
538976,no,no,yes,no,no
515675,no,no,no,no,no
573704,no,no,yes,no,yes
487276,no,no,no,no,no
502847,no,no,yes,no,yes
553245,no,no,no,no,no
613874,no,yes,no,yes,yes
512598,no,yes,yes,no,yes
482424,no,no,no,no,no
546395,no,no,no,no,yes
514981,no,no,no,no,no
583526,no,no,no,no,no
526540,no,yes,no,no,yes
516833,no,no,no,no,no
617743,no,no,no,no,no
542270,no,no,no,no,no
653724,no,yes,no,no,yes
510316,no,no,no,no,no
526913,no,no,yes,no,no
606930,no,yes,yes,no,yes
554026,no,no,no,no,yes
577539,no,no,no,no,no
571525,no,no,no,no,no
527452,no,no,no,no,no
560341,no,no,no,no,no
584288,no,yes,yes,no,yes
511433,no,yes,yes,no,no
468832,no,yes,yes,no,no
499375,no,yes,yes,no,yes
534179,no,no,no,yes,no
536691,no,yes,yes,yes,no
551331,no,yes,no,no,no
507395,no,yes,no,no,yes
415581,no,no,no,no,no
583052,no,yes,no,yes,yes
509024,no,no,no,no,no
541672,no,no,no,no,yes
521066,no,yes,no,no,yes
541168,no,yes,yes,no,no
516516,no,no,no,no,no
516578,no,no,no,no,yes
525789,no,no,no,no,no
558362,no,yes,no,no,yes
505358,no,no,no,no,no
515688,no,yes,no,no,yes
464614,no,no,no,no,no
570162,no,no,no,yes,no
517119,no,no,no,no,no
533782,no,no,no,no,no
614814,no,no,no,no,no
551042,no,no,yes,no,no
524607,no,yes,yes,no,no
506675,no,no,no,no,no
571560,no,no,no,no,no
519893,no,no,no,no,no
587810,no,no,no,no,no
516808,no,no,no,no,no
638580,no,no,no,no,no
536016,no,no,no,no,no
518579,no,no,no,no,no
609167,no,yes,no,no,no
522476,no,yes,yes,no,yes
534840,no,no,no,no,no
521865,no,no,no,no,no
545865,no,yes,no,no,no
577930,no,no,no,no,no
560245,no,no,no,no,no
587675,no,yes,no,no,no
120851,no,no,no,no,no
531143,no,no,no,no,yes
477805,no,no,no,no,no
646259,no,no,no,no,no
555151,no,yes,yes,no,no
523273,no,no,no,no,no
518450,no,no,no,no,no
497915,no,yes,no,no,yes
520298,no,no,no,no,no
363535,no,yes,no,no,no
576846,no,no,no,no,no
531989,no,no,no,no,no
591888,no,yes,yes,yes,yes
569082,no,no,no,no,no
572489,no,yes,no,no,no
560035,no,no,no,no,no
656346,no,no,no,no,no
555257,no,no,no,no,yes
632988,no,no,no,no,no
512243,no,no,no,no,no
735029,no,no,no,no,no
517205,no,no,no,no,no
508497,no,no,no,no,no
508892,no,no,no,no,no
556579,no,no,no,no,no
591003,no,yes,no,no,no
523845,no,no,yes,no,no
531322,no,no,no,no,no
521070,no,no,yes,no,yes
529566,no,no,no,no,no
585310,no,no,no,no,no
536995,no,no,no,no,no
589228,no,no,no,no,yes
517787,no,no,no,no,no
538349,no,no,yes,no,no
520256,no,no,no,no,no
505933,no,no,no,no,no
489785,no,no,no,no,no
515985,no,no,no,no,no
568984,no,no,no,no,no
520373,no,no,no,no,no
518334,no,no,no,no,no
475467,no,yes,no,no,no
525615,no,yes,yes,no,yes
571300,no,yes,no,no,yes
550110,no,yes,no,no,yes
532432,no,no,no,no,no
515874,no,no,no,no,no
589977,no,no,no,no,yes
596335,no,no,no,no,no
584241,no,no,no,no,no
541282,no,no,no,no,no
513126,no,no,yes,no,yes
565768,no,yes,yes,no,no
535595,no,yes,no,no,no
544595,no,no,no,no,no
577287,no,no,no,no,yes
637086,no,no,no,no,no
557033,no,no,no,no,no
519848,no,no,no,no,yes
549572,no,no,no,no,yes
545736,no,no,no,no,no
532365,no,no,no,no,no
506611,no,no,no,no,no
578503,no,no,no,no,no
591433,no,yes,yes,no,yes
512558,no,no,no,no,no
480877,no,yes,no,no,no
552809,no,no,no,no,no
527141,no,no,yes,no,no
575576,no,no,no,no,no
510719,no,no,no,no,no
563425,no,no,no,no,no
552904,no,no,no,yes,yes
515684,no,yes,yes,no,yes
561033,no,yes,no,no,no
543728,no,no,yes,no,yes
538319,no,yes,no,no,no
484987,no,yes,no,no,no
545226,no,no,no,no,no
608520,no,no,no,no,no
500745,no,no,no,no,no
509157,no,no,no,no,no
635375,no,no,no,no,no
576712,no,no,no,no,no
521814,no,no,yes,no,yes
500974,no,no,yes,no,yes
565365,no,no,no,no,no
680424,no,no,no,no,no
519885,no,no,no,no,no
580971,no,no,no,no,no
551166,no,no,no,no,no
509324,no,no,no,no,no
542585,no,no,no,no,no
510238,no,no,no,no,no
542918,no,yes,no,no,no
513787,no,yes,yes,no,yes
527344,no,no,no,no,no
595257,no,no,no,no,yes
633725,no,yes,yes,yes,yes
486270,no,no,no,no,no
546756,no,no,no,no,no
532233,no,no,no,no,no
600605,no,no,no,no,no
498500,no,no,no,no,no
548635,no,no,no,no,yes
531020,no,yes,yes,no,yes
519191,no,no,no,no,no
623750,no,no,no,no,no
567651,no,no,no,no,yes
518044,no,no,no,no,no
460181,no,no,no,no,no
550904,no,no,yes,no,yes
530371,no,no,no,no,no
450305,no,no,no,no,no
575299,no,no,no,no,no
592445,no,no,no,no,no
562612,no,no,no,no,no
608629,no,no,yes,yes,yes
541235,no,no,yes,no,yes
522438,no,no,yes,no,yes
594406,no,no,no,no,yes
539648,no,yes,no,no,no
523335,no,no,no,no,no
388767,no,no,no,no,no
636251,no,no,no,no,no
549361,no,yes,no,no,yes
532073,no,yes,yes,no,no
516507,no,no,no,no,no
579547,no,yes,no,no,no
564219,no,no,no,no,no
519912,no,no,no,no,no
557643,no,no,no,no,no
528372,no,no,no,no,no
532725,no,no,no,no,no
540863,no,yes,no,no,no
605558,no,no,yes,no,no
507435,no,no,no,no,yes
591582,no,no,no,no,yes
612236,no,no,no,no,no
547776,no,yes,no,no,no
520141,no,no,no,no,no
517370,no,yes,no,no,no
519799,no,no,yes,no,no
539883,no,yes,yes,no,no
562708,no,yes,yes,no,yes
516086,no,no,no,no,no
659360,no,no,no,no,no
486191,no,no,no,no,no
623949,no,no,no,no,no
479524,no,no,no,no,no
525842,no,no,no,no,no
532064,no,no,no,no,no
571363,no,no,no,no,no
552613,no,no,no,no,no
586732,no,yes,no,no,no
570291,no,no,no,no,no
512303,no,no,no,yes,no
549611,no,no,yes,no,yes
528999,no,no,no,no,no
499847,no,no,no,no,no
521986,no,no,no,no,no
226367,no,no,no,no,no
610226,no,no,no,no,no
636524,no,yes,no,no,no
566875,no,yes,yes,no,yes
648983,no,no,no,no,no
560273,no,no,no,no,no
567849,no,no,no,no,yes
526970,no,no,no,no,no
528827,no,no,no,yes,no
610306,no,yes,no,no,no
596103,no,no,no,no,no
541162,no,no,yes,no,yes
598233,no,no,no,no,no
511560,no,no,no,no,no
539916,no,no,no,no,no
435837,no,no,no,no,no
589162,no,no,no,no,no
496382,no,yes,no,no,no
542805,no,yes,no,no,yes
523158,no,no,no,no,no
567243,no,no,no,no,no
220725,no,no,no,no,yes
511697,no,no,no,no,no
587577,no,no,no,no,no
543428,no,no,no,no,no
576357,no,no,no,no,no
519695,no,no,no,no,no
542418,no,yes,no,no,yes
575092,no,no,no,no,no
578824,no,no,yes,no,yes
529678,no,no,no,no,no
516251,no,yes,yes,no,yes
559794,no,yes,yes,no,yes
541967,no,yes,no,no,no
402978,no,yes,no,no,yes
520861,no,yes,no,no,no
512163,no,no,no,no,no
581491,no,no,no,no,no
523666,no,no,no,no,yes
523231,no,no,no,no,yes
631319,no,no,no,no,no
529237,no,no,no,no,no
515502,no,no,no,no,no
490629,no,no,no,no,no
574493,no,yes,no,no,no
527133,no,yes,yes,no,yes
590404,no,no,no,no,yes
554141,no,no,no,no,no
514395,no,no,no,no,no
510061,no,no,yes,no,yes
527690,no,no,no,no,no
555186,no,yes,no,no,yes
582979,no,yes,yes,no,yes
575774,no,no,no,no,no
516269,no,no,yes,no,yes
533490,no,no,no,no,no
521956,no,no,no,no,yes
583759,no,no,no,no,no
574071,no,no,no,no,yes
519965,no,no,no,no,no
592886,no,no,no,no,no
448154,no,no,no,no,no
611087,no,no,no,no,no
535644,no,no,no,no,no
535746,no,no,no,no,no
511195,no,no,no,no,no
559712,no,yes,no,no,no
592598,no,yes,yes,no,yes
479071,no,no,yes,no,yes
536652,no,no,no,no,no
543666,no,no,no,no,yes
424553,no,no,no,no,no
627436,no,no,no,no,no
513568,no,no,no,no,no
583336,no,no,no,no,no
557932,no,yes,no,no,no
533613,no,no,no,no,no
602827,no,yes,yes,no,yes
517397,no,no,yes,no,yes
519787,no,no,no,no,no
465138,no,yes,no,no,yes
403881,no,yes,no,no,no
530687,no,no,no,no,yes
513058,no,no,yes,no,no
431144,no,no,no,no,no
549290,no,no,no,no,no
499990,no,yes,no,no,no
545404,no,yes,yes,no,yes
517967,no,no,no,no,no
551665,no,no,no,no,no
549733,no,no,no,no,no
510213,no,yes,yes,no,no
563165,no,no,no,no,no
547175,no,no,no,no,no
606568,no,no,no,no,no
515161,no,no,no,no,no
517776,no,yes,no,no,no
606762,no,yes,no,no,no
569788,no,no,no,no,no
627889,no,no,no,no,no
498287,no,yes,yes,no,yes
510586,no,no,yes,no,yes
527783,no,no,no,no,no
594644,no,yes,no,no,no
494294,no,yes,no,no,yes
530581,no,no,no,no,no
520771,no,no,no,no,no
541516,no,no,no,no,no
521642,no,no,no,no,no
514737,no,yes,no,no,no
523717,no,no,yes,no,yes
512329,no,no,yes,yes,yes
512305,no,no,no,no,no
562334,no,no,no,no,no
559520,no,no,no,no,no
524668,no,yes,yes,no,no
475130,no,yes,yes,yes,yes
543976,no,yes,no,no,yes
532651,no,no,no,no,no
698291,no,no,no,no,no
530649,no,yes,no,no,no
523465,no,no,no,no,no
536532,no,no,no,no,no
559863,no,no,no,no,no
562576,no,no,no,no,no
537393,no,no,no,yes,no
631787,no,no,no,no,no
543716,no,yes,no,no,yes
541764,no,no,no,no,no
593786,no,no,no,no,yes
507531,no,no,no,no,no
503621,no,no,no,no,no
517143,no,no,no,no,no
568182,no,no,no,no,no
519137,no,no,no,no,no
570693,no,no,no,no,no
581091,no,yes,no,no,yes
461791,no,no,no,no,no
524365,no,no,yes,no,yes
561243,no,no,no,no,no
529677,no,no,no,no,no
521743,no,no,yes,no,yes
568790,no,no,no,no,no
553054,no,no,no,no,no
590230,no,yes,no,no,yes
524278,no,no,no,no,no
534190,no,no,no,no,no
641012,no,no,no,no,no
512693,no,no,no,no,no
536387,no,no,no,no,no
560478,no,yes,no,no,no
523768,no,no,no,no,no
552535,no,no,no,no,yes
528929,no,no,no,no,no
628653,no,no,no,no,no
580402,no,yes,yes,no,no
510048,no,yes,no,no,no
509781,no,no,no,no,no
532106,no,no,no,no,no
641310,no,no,no,no,no
513869,no,no,no,no,no
525201,no,yes,yes,no,no
523981,no,no,yes,no,no
515586,no,yes,yes,no,no
726953,no,no,no,no,no
525806,no,no,no,no,no
529205,no,yes,yes,no,yes
510545,no,no,no,no,no
511148,no,no,no,no,no
614933,no,no,no,no,no
535994,no,no,no,no,no
527082,no,no,no,no,no
568696,no,no,no,no,no
549320,no,no,no,no,no
595122,no,no,no,no,no
507753,no,no,no,no,no
518127,no,no,no,no,yes
619362,no,no,no,no,yes
524511,no,yes,no,no,no
538714,no,no,no,no,no
544207,no,yes,no,no,no
515004,no,no,no,no,no
672112,no,no,no,no,no
589306,no,yes,no,no,yes
505414,no,no,no,no,no
516117,no,no,no,no,no
631448,no,no,no,no,no
522276,no,yes,no,no,no
573988,no,no,no,no,no
646937,no,yes,no,no,no
476436,no,no,no,no,yes
600515,no,yes,no,no,yes
495272,no,no,no,no,no
537413,no,yes,no,no,no
531373,no,no,no,no,no
617878,no,yes,yes,no,yes
573378,no,no,yes,no,yes
569364,no,no,no,no,no
566336,no,no,yes,no,yes
560747,no,no,no,no,no
521434,no,yes,no,no,no
509119,no,no,no,no,no
589259,no,no,no,no,no
557921,no,yes,no,no,no
511331,no,yes,yes,no,yes
525848,no,no,no,no,no
576169,no,yes,yes,no,yes
505667,no,no,no,no,no
604688,no,no,no,no,no
552532,no,no,no,no,no
488246,no,no,no,no,no
520170,no,no,no,no,no
435882,no,no,no,no,yes
530881,no,no,no,no,yes
546864,no,no,no,no,no
375729,no,no,no,no,no
490107,no,yes,yes,no,yes
714420,no,no,no,no,no
529019,no,yes,yes,no,no
572826,no,no,no,no,no
582828,no,no,no,no,no
558204,no,no,no,no,no
510170,no,no,no,no,no
542316,no,no,no,no,no
511772,no,no,no,no,no
550455,no,no,no,no,no
534088,no,no,no,no,no
564052,no,no,no,no,no
594914,no,no,no,no,no
566881,no,yes,yes,no,yes
690422,no,no,no,no,no
615266,no,yes,yes,no,yes
510164,no,no,no,no,no
545763,no,no,no,no,no
512447,no,no,no,no,no
542012,no,yes,no,no,no
543668,no,no,yes,no,yes
509598,no,no,no,no,no
559094,no,no,no,no,no
502145,no,yes,no,no,yes
549764,no,no,no,no,no
554532,no,no,no,no,no
535398,no,no,no,no,no
541041,no,no,no,no,no
665887,no,no,yes,no,no
577180,no,yes,yes,no,yes
494680,no,no,no,no,no
573189,no,yes,no,no,yes
565718,no,yes,no,no,no
531789,no,no,no,no,no
615307,no,no,no,no,no
536343,no,no,no,no,no
573147,no,yes,no,no,no
523546,no,no,no,no,no
519211,no,yes,yes,no,no
535502,no,no,no,no,no
539209,no,yes,no,no,no
548651,no,no,yes,yes,yes
527187,no,no,no,no,no
421247,no,no,no,no,yes
558388,no,yes,no,no,no
530599,no,no,no,no,no
545936,no,no,no,no,no
511712,no,no,no,no,no
535625,no,yes,yes,no,yes
566424,no,no,no,no,no
443598,no,no,no,no,no
686165,no,no,yes,no,yes
433080,no,yes,no,no,yes
353694,no,no,no,no,no
669155,no,no,no,no,no
509353,no,no,no,no,no
537770,no,yes,no,no,no
611065,no,yes,no,no,yes
582785,no,no,yes,no,yes
514132,no,no,yes,no,yes
609228,no,no,no,no,no
471565,no,no,no,no,no
546485,no,yes,no,no,yes
533251,no,no,no,no,no
518541,no,no,no,no,no
487040,no,yes,no,no,no
511884,no,no,no,no,yes
559211,no,no,no,no,yes
496016,no,yes,no,no,yes
657343,no,no,no,no,no
550514,no,yes,no,no,no
516614,no,yes,no,no,no
543497,no,no,yes,no,yes
606060,no,no,no,no,no
510618,no,no,no,no,no
559368,no,yes,no,no,no
602962,no,no,no,no,no
583087,no,no,no,no,no
542767,no,no,no,no,no
520532,no,yes,no,no,yes
510198,no,no,no,no,no
577626,no,no,no,yes,yes
324191,no,no,no,no,no
569863,no,yes,yes,no,yes
700289,no,no,no,no,no
482548,no,yes,no,no,no
428056,no,no,no,no,no
619615,no,no,no,no,yes
524080,no,no,no,no,no
680735,no,yes,no,no,no
588391,no,no,no,no,no
665593,no,yes,no,no,yes
515778,no,no,no,no,no
525734,no,no,no,no,no
543375,no,no,no,no,yes
510511,no,no,no,no,no
519446,no,yes,no,no,no
552364,no,no,no,no,no
413658,no,yes,no,no,no
512060,no,no,no,no,no
562648,no,no,no,no,no
496408,no,yes,yes,no,yes
521316,no,no,no,no,no
512322,no,no,yes,no,no
550105,no,no,no,no,no
532519,no,yes,no,no,no
527508,no,yes,no,no,no
568773,no,no,yes,no,yes
598687,no,yes,no,no,no
491772,no,no,no,no,no
502799,no,yes,no,no,yes
561326,no,no,no,no,no
516697,no,no,no,no,no
510112,no,no,no,no,no
486823,no,no,no,no,no
559093,no,no,yes,no,no
510369,no,no,no,no,no
530724,no,yes,yes,no,yes
529501,no,yes,no,no,no
570601,no,no,no,no,no
621849,no,no,no,no,no
533985,no,no,no,no,no
611954,no,yes,no,no,yes
536656,no,no,no,no,no
535063,no,no,no,no,no
559464,no,no,no,no,no
548988,no,yes,no,yes,no
530004,no,no,no,no,no
529216,no,no,no,no,no
514675,no,no,no,no,no
487858,no,no,no,no,no
546127,no,no,no,no,yes
548256,no,no,no,no,no
431899,no,no,no,no,no
560529,no,no,no,no,no
513216,no,no,no,no,no
592958,no,no,no,no,no
555191,no,no,no,no,no
523474,no,no,no,no,yes
557055,no,no,no,no,no
556138,no,no,no,no,no
536086,no,no,no,no,no
559846,no,no,no,no,no
599437,no,no,no,no,no
700028,no,no,no,no,no
512974,no,no,no,no,no
547037,no,no,no,no,no
499633,no,yes,yes,no,no
524895,no,no,no,no,no
524031,no,yes,no,no,no
691334,no,no,no,no,no
568716,no,yes,yes,no,no
659128,no,yes,yes,yes,yes
513627,no,no,no,no,no
548853,no,no,no,no,no
489844,no,no,no,no,no
546728,no,no,no,no,no
576159,no,no,no,no,no
443652,no,yes,no,no,no
550459,no,no,no,no,no
446124,no,yes,yes,no,yes
516732,no,no,no,no,no
585946,no,no,no,no,no
521657,no,no,no,no,no
545446,no,no,no,no,no
509626,no,yes,no,no,no
491175,no,no,no,no,yes
515060,no,no,no,no,no
570418,no,no,no,no,no
541061,no,no,no,no,no
530298,no,no,no,no,no
585915,no,yes,no,no,no
554175,no,no,no,no,no
544683,no,no,no,no,no
553559,no,no,no,no,no
469237,no,no,no,no,no
542196,no,no,no,no,no
379543,no,no,no,no,no
519335,no,no,no,no,no
535099,no,yes,yes,no,yes
529704,no,no,no,no,no
515205,no,yes,no,no,no
558081,no,no,no,no,no
561503,no,no,no,no,no
505617,no,no,no,no,no
539315,no,no,no,no,no
427506,no,yes,no,no,yes
510459,no,no,no,no,no
573621,no,no,no,no,yes
525610,no,yes,yes,no,yes
554753,no,no,no,no,no
524328,no,no,no,no,no
524980,no,yes,no,no,yes
432333,no,no,no,no,no
546280,no,no,no,no,yes
545577,no,no,yes,no,yes
635442,no,no,no,no,yes
520225,no,yes,yes,no,yes
539729,no,no,no,no,no
646405,no,no,no,no,no
523559,no,no,no,no,no
562814,no,no,no,no,no
544747,no,yes,no,yes,no
519210,no,no,no,no,no
532063,no,no,yes,no,yes
526239,no,no,no,no,no
543826,no,no,no,no,no
452612,no,yes,no,no,no
514275,no,no,no,no,no
542825,no,no,no,no,no
499979,no,no,yes,no,yes
456226,no,yes,yes,no,yes
537560,no,yes,yes,no,yes
591714,no,yes,yes,no,yes
562529,no,yes,no,no,yes
528164,no,yes,yes,no,no
578120,no,no,no,no,no
568463,no,no,no,no,no
689037,no,no,no,no,no
583976,no,no,no,no,no
541040,no,yes,no,no,no
523700,no,no,no,no,no
512266,no,no,no,no,no
540455,no,no,no,no,no
544008,no,no,no,no,no
523841,no,no,no,no,no
553456,no,no,no,no,no
552642,no,no,no,no,no
510961,no,no,no,no,no
560739,no,yes,no,no,no
513345,no,no,no,no,no
513397,no,no,yes,no,no
547825,no,no,no,no,no
515727,no,no,no,no,yes
480331,no,no,no,no,no
537861,no,no,no,no,no
534246,no,no,no,no,no
557118,no,yes,yes,no,yes
571200,no,yes,yes,no,yes
553568,no,no,no,no,yes
564252,no,no,no,no,no
534360,no,no,yes,no,yes
622248,no,yes,no,no,no
532159,no,no,no,no,no
530801,no,no,no,no,no
519626,no,no,no,no,no
531511,no,no,no,no,no
515030,no,no,no,no,no
528828,no,yes,yes,no,no
532390,no,no,no,no,no
554163,no,yes,yes,no,yes
542277,no,no,no,no,no
577984,no,no,no,no,no
523098,no,no,no,no,no
621665,no,yes,yes,no,yes
513237,no,no,no,no,no
529424,no,no,no,no,no
564792,no,no,no,no,no
546964,no,no,yes,yes,yes
520527,no,no,no,no,no
521392,no,no,no,no,no
654233,no,no,no,no,yes
522265,no,no,no,no,no
656920,no,no,no,no,no
571243,no,yes,no,no,no
520307,no,no,no,no,no
566032,no,yes,no,no,no
539962,no,no,no,no,no
483928,no,no,yes,no,yes
583342,no,no,no,no,no
252835,no,yes,yes,no,yes
431337,no,yes,no,no,no
571637,no,no,no,no,no
557875,no,no,no,no,no
531144,no,yes,no,no,no
645047,no,no,no,no,yes
527490,no,no,no,no,no
611126,no,no,no,no,no
520902,no,yes,no,no,no
530810,no,no,no,no,no
581409,no,no,no,no,no
524036,no,no,no,yes,no
532381,no,yes,no,no,no
531006,no,no,no,no,no
547301,no,no,no,no,no
550400,no,no,no,no,no
543952,no,no,yes,no,no
585745,no,no,no,no,no
540347,no,no,yes,no,yes
576231,no,no,no,no,no
600265,no,no,no,no,no
512671,no,no,yes,no,yes
531568,no,no,yes,no,yes
565131,no,no,no,no,no
478228,no,no,no,no,no
526258,no,no,no,no,no
756030,no,no,no,no,no
536893,no,no,no,no,no
520248,no,no,no,no,yes
530090,no,no,no,no,no
572578,no,no,no,no,no
521658,no,no,yes,no,yes
535459,no,no,no,no,no
531847,no,no,no,no,no
521109,no,no,no,no,no
421870,no,yes,no,no,no
515103,no,yes,no,no,no
509712,no,no,no,no,no
509717,no,no,no,no,yes
532843,no,no,no,no,no
522687,no,no,no,no,no
520193,no,yes,no,no,no
629952,no,no,no,no,no
550202,no,no,yes,no,yes
559787,no,yes,no,no,no
568513,no,no,no,no,no
380434,no,no,no,no,no
452532,no,yes,no,no,no
527001,no,no,no,no,no
574440,no,no,no,no,no
564112,no,no,no,no,no
560796,no,no,no,no,no
543237,no,yes,no,no,no
573922,no,no,no,no,no
389434,no,yes,yes,no,yes
610763,no,no,no,no,no
618429,no,yes,no,no,no
504945,no,yes,no,no,yes
503928,no,no,no,no,no
541262,no,yes,no,no,yes
530579,no,no,no,no,yes
541700,no,no,no,no,no
496899,no,yes,no,no,no
449033,no,yes,yes,no,yes
529781,no,no,no,no,no
595171,no,no,no,no,no
532433,no,no,no,no,no
566614,no,no,no,no,no
496273,no,no,no,yes,no
513683,no,yes,no,no,no
520250,no,no,no,no,yes
519664,no,no,no,no,no
523301,no,no,no,no,no
540580,no,no,no,no,no
552348,no,no,no,no,yes
505680,no,no,no,no,no
514682,no,no,no,no,no
563489,no,no,yes,no,no
520530,no,yes,no,no,yes
505713,no,no,no,no,no
582995,no,no,no,no,no
504665,no,no,no,no,no
516246,no,yes,no,no,yes
515421,no,no,no,no,yes
510580,no,no,no,no,no
520877,no,no,no,no,no
519604,no,no,no,no,no
656422,no,yes,no,no,no
534333,no,no,no,no,no
395981,no,yes,no,no,no
603883,no,no,no,no,no
577255,no,no,no,no,no
504240,no,no,yes,no,yes
570439,no,no,no,no,no
542976,no,no,no,no,no
514023,no,no,no,no,no
543327,no,no,no,no,yes
511851,no,no,no,no,no
514627,no,no,no,no,no
566366,no,no,no,no,no
573931,no,yes,no,no,no
442833,no,no,no,no,yes
545399,no,no,no,no,no
534661,no,no,no,no,no
543306,no,no,no,no,no
532568,no,no,no,no,no
633183,no,no,no,no,no
540653,no,no,no,no,no
693765,no,yes,no,no,yes
575908,no,no,no,no,no
527150,no,no,no,no,no
359080,no,yes,no,no,no
505747,no,no,no,no,no
522086,no,no,no,no,no
536782,no,no,no,no,yes
523938,no,yes,no,no,no
569335,no,no,no,no,no
586038,no,yes,no,no,yes
566547,no,no,no,no,no
517803,no,no,yes,no,yes
536228,no,no,no,no,no
513628,no,yes,no,no,no
577598,no,yes,no,no,no
503973,no,no,no,yes,no
569243,no,no,no,no,no
531073,no,no,no,no,no
588732,no,no,no,no,no
438596,no,no,no,no,no
528967,no,no,no,no,no
437162,no,no,no,no,no
521859,no,no,yes,no,yes
552384,no,no,no,no,no
586953,no,no,no,no,no
629803,no,yes,no,no,no
514926,no,no,no,no,no
526565,no,no,no,no,no
563711,no,no,no,no,no
586006,no,yes,no,no,no
643645,no,no,no,no,no
551834,no,no,no,no,no
510899,no,no,no,no,no
560291,no,yes,no,no,no
530625,no,no,no,no,no
518865,no,no,no,no,no
538350,no,no,no,no,no
557236,no,no,no,no,yes
526297,no,no,yes,no,yes
684543,no,no,no,no,no
557508,no,yes,no,yes,yes
570928,no,no,no,no,no
549303,no,no,no,no,no
190866,no,no,yes,no,yes
513964,no,no,yes,no,no
622293,no,no,no,no,no
562161,no,no,no,no,no
505062,no,no,no,no,no
538167,no,no,no,no,no
541382,no,no,yes,no,yes
500972,no,no,no,no,no
510890,no,yes,yes,no,no
579404,no,no,no,no,no
563956,no,no,no,no,no
526628,no,yes,yes,no,yes
521708,no,yes,no,no,no
537066,no,no,yes,no,no
599239,no,no,no,no,no
531744,no,no,yes,no,yes
547320,no,no,no,no,no
639554,no,no,no,no,no
536641,no,no,yes,no,yes
539283,no,no,no,no,no
536467,no,no,no,no,no
521514,no,no,no,no,no
516351,no,no,no,no,no
569754,no,yes,yes,no,no
528244,no,no,no,no,no
580578,no,no,no,no,yes
512099,no,yes,no,no,no
522111,no,yes,no,no,no
530833,no,no,no,no,no
571561,no,no,no,no,no
588893,no,no,no,no,no
673874,no,no,no,no,no
512943,no,no,no,no,no
563588,no,no,no,no,no
495029,no,yes,no,no,yes
531745,no,no,no,no,no
515139,no,no,no,no,yes
534380,no,no,no,no,no
576677,no,no,no,no,yes
516841,no,no,no,no,no
544497,no,no,no,no,no
685594,no,no,no,no,no
571233,no,no,no,no,no
406210,no,no,no,no,no
647674,no,no,no,no,no
525034,no,no,no,no,no
516176,no,no,no,no,no
539093,no,no,no,no,no
581111,no,no,no,no,no
509822,no,no,no,no,no
516211,no,no,no,no,no
584912,no,no,no,no,no
380757,no,no,no,no,no
322867,no,no,no,no,no
521768,no,no,no,no,no
512295,no,no,yes,no,yes
548032,no,no,no,no,no
679047,no,no,no,no,no
489661,no,no,no,no,no
598691,no,no,no,no,no
523887,no,no,no,no,no
